packet_rate,failed_logins,event,action_label
23.96,0,Normal,ALLOW
6.64,0,Normal,ALLOW
458.89,0,DDoS,RATE_LIMIT
17.22,0,Normal,ALLOW
11.31,0,Normal,ALLOW
16.15,1,Normal,ALLOW
16.71,1,Normal,ALLOW
15.65,0,Normal,ALLOW
26.36,0,Normal,ALLOW
24.87,0,Normal,ALLOW
12.46,1,Normal,ALLOW
7.06,1,Normal,ALLOW
41.5,2,Port Scan,ALERT
11.83,0,Normal,ALLOW
29.08,1,Normal,ALLOW
27.29,8,Brute Force,BLOCK_IP
27.74,0,Normal,ALLOW
61.93,1,Port Scan,ALERT
68.0,0,Port Scan,ALERT
49.36,4,Brute Force,BLOCK_IP
13.02,1,Normal,ALLOW
41.5,0,Port Scan,ALERT
18.01,4,Brute Force,BLOCK_IP
721.33,0,DDoS,RATE_LIMIT
14.21,0,Normal,ALLOW
16.79,0,Normal,ALLOW
29.2,1,Normal,ALLOW
10.09,0,Normal,ALLOW
41.06,14,Brute Force,BLOCK_IP
43.79,7,Brute Force,BLOCK_IP
5.45,0,Normal,ALLOW
8.28,0,Normal,ALLOW
27.8,1,Normal,ALLOW
60.83,1,Port Scan,ALERT
16.55,1,Normal,ALLOW
35.87,0,Port Scan,ALERT
20.18,1,Normal,ALLOW
15.76,1,Normal,ALLOW
380.43,0,DDoS,RATE_LIMIT
9.02,1,Normal,ALLOW
59.1,0,Port Scan,ALERT
59.51,2,Port Scan,ALERT
49.37,4,Brute Force,BLOCK_IP
10.46,5,Brute Force,BLOCK_IP
37.22,5,Brute Force,BLOCK_IP
17.0,0,Normal,ALLOW
23.05,0,Normal,ALLOW
64.75,0,Port Scan,ALERT
48.11,12,Brute Force,BLOCK_IP
11.58,9,Brute Force,BLOCK_IP
23.73,0,Normal,ALLOW
11.05,0,Normal,ALLOW
58.55,2,Port Scan,ALERT
599.11,0,DDoS,RATE_LIMIT
694.52,0,DDoS,RATE_LIMIT
65.12,1,Port Scan,ALERT
24.4,1,Normal,ALLOW
13.16,1,Normal,ALLOW
56.71,0,Port Scan,ALERT
24.03,4,Brute Force,BLOCK_IP
25.61,1,Normal,ALLOW
49.85,1,Port Scan,ALERT
981.97,0,DDoS,RATE_LIMIT
10.02,1,Normal,ALLOW
42.02,5,Brute Force,BLOCK_IP
6.03,1,Normal,ALLOW
7.61,0,Normal,ALLOW
8.11,0,Normal,ALLOW
5.79,1,Normal,ALLOW
20.42,0,Normal,ALLOW
31.65,5,Brute Force,BLOCK_IP
28.38,1,Normal,ALLOW
22.85,1,Normal,ALLOW
41.34,14,Brute Force,BLOCK_IP
54.22,2,Port Scan,ALERT
27.37,1,Normal,ALLOW
677.98,0,DDoS,RATE_LIMIT
24.6,0,Normal,ALLOW
21.09,0,Normal,ALLOW
9.1,1,Normal,ALLOW
7.04,1,Normal,ALLOW
19.83,1,Normal,ALLOW
16.38,6,Brute Force,BLOCK_IP
375.37,0,DDoS,RATE_LIMIT
78.79,0,Port Scan,ALERT
9.55,0,Normal,ALLOW
15.84,1,Normal,ALLOW
17.45,1,Normal,ALLOW
5.52,0,Normal,ALLOW
41.42,0,Port Scan,ALERT
17.33,1,Normal,ALLOW
9.99,0,Normal,ALLOW
18.82,9,Brute Force,BLOCK_IP
5.77,0,Normal,ALLOW
26.01,0,Normal,ALLOW
26.71,0,Normal,ALLOW
15.4,1,Normal,ALLOW
15.64,1,Normal,ALLOW
23.38,1,Normal,ALLOW
990.12,0,DDoS,RATE_LIMIT
6.0,0,Normal,ALLOW
611.2,0,DDoS,RATE_LIMIT
59.4,1,Port Scan,ALERT
23.13,1,Normal,ALLOW
20.15,0,Normal,ALLOW
75.04,1,Port Scan,ALERT
62.75,2,Port Scan,ALERT
19.81,1,Normal,ALLOW
47.96,2,Port Scan,ALERT
20.57,1,Normal,ALLOW
868.8,0,DDoS,RATE_LIMIT
10.89,1,Normal,ALLOW
38.63,10,Brute Force,BLOCK_IP
61.63,1,Port Scan,ALERT
29.28,0,Normal,ALLOW
50.65,1,Port Scan,ALERT
54.61,1,Port Scan,ALERT
34.87,0,Port Scan,ALERT
52.27,2,Port Scan,ALERT
47.96,1,Port Scan,ALERT
13.81,4,Brute Force,BLOCK_IP
49.55,0,Port Scan,ALERT
519.24,0,DDoS,RATE_LIMIT
72.9,0,Port Scan,ALERT
13.13,1,Normal,ALLOW
19.97,1,Normal,ALLOW
29.25,0,Normal,ALLOW
41.73,1,Port Scan,ALERT
6.84,1,Normal,ALLOW
13.27,0,Normal,ALLOW
46.85,1,Port Scan,ALERT
8.64,0,Normal,ALLOW
11.22,0,Normal,ALLOW
28.71,0,Normal,ALLOW
333.63,0,DDoS,RATE_LIMIT
9.19,0,Normal,ALLOW
684.43,0,DDoS,RATE_LIMIT
24.27,15,Brute Force,BLOCK_IP
16.87,0,Normal,ALLOW
38.22,11,Brute Force,BLOCK_IP
19.63,0,Normal,ALLOW
32.33,14,Brute Force,BLOCK_IP
35.6,1,Port Scan,ALERT
29.67,0,Normal,ALLOW
18.28,1,Normal,ALLOW
241.36,0,DDoS,RATE_LIMIT
21.0,0,Normal,ALLOW
561.76,0,DDoS,RATE_LIMIT
47.36,8,Brute Force,BLOCK_IP
35.17,2,Port Scan,ALERT
233.26,0,DDoS,RATE_LIMIT
318.67,0,DDoS,RATE_LIMIT
49.47,11,Brute Force,BLOCK_IP
22.15,1,Normal,ALLOW
48.07,5,Brute Force,BLOCK_IP
29.33,0,Normal,ALLOW
16.37,0,Normal,ALLOW
18.04,0,Normal,ALLOW
63.34,2,Port Scan,ALERT
31.5,0,Port Scan,ALERT
8.59,1,Normal,ALLOW
18.07,10,Brute Force,BLOCK_IP
329.91,0,DDoS,RATE_LIMIT
9.71,0,Normal,ALLOW
21.82,1,Normal,ALLOW
10.86,0,Normal,ALLOW
17.09,5,Brute Force,BLOCK_IP
21.54,0,Normal,ALLOW
955.69,0,DDoS,RATE_LIMIT
22.08,1,Normal,ALLOW
11.1,1,Normal,ALLOW
44.76,11,Brute Force,BLOCK_IP
814.82,0,DDoS,RATE_LIMIT
7.83,0,Normal,ALLOW
22.24,0,Normal,ALLOW
20.02,0,Normal,ALLOW
727.11,0,DDoS,RATE_LIMIT
14.85,0,Normal,ALLOW
19.43,1,Normal,ALLOW
21.45,1,Normal,ALLOW
34.2,12,Brute Force,BLOCK_IP
26.66,0,Normal,ALLOW
26.77,0,Normal,ALLOW
34.52,2,Port Scan,ALERT
66.92,1,Port Scan,ALERT
523.31,0,DDoS,RATE_LIMIT
13.18,1,Normal,ALLOW
51.91,1,Port Scan,ALERT
24.06,0,Normal,ALLOW
12.93,0,Normal,ALLOW
25.45,1,Normal,ALLOW
12.42,0,Normal,ALLOW
5.14,0,Normal,ALLOW
704.17,0,DDoS,RATE_LIMIT
20.25,0,Normal,ALLOW
22.39,1,Normal,ALLOW
18.71,0,Normal,ALLOW
390.04,0,DDoS,RATE_LIMIT
24.93,15,Brute Force,BLOCK_IP
5.37,0,Normal,ALLOW
60.17,1,Port Scan,ALERT
21.06,1,Normal,ALLOW
570.8,0,DDoS,RATE_LIMIT
14.49,1,Normal,ALLOW
28.79,1,Normal,ALLOW
16.98,0,Normal,ALLOW
25.34,0,Normal,ALLOW
25.21,5,Brute Force,BLOCK_IP
18.17,0,Normal,ALLOW
56.68,2,Port Scan,ALERT
49.72,2,Port Scan,ALERT
25.32,1,Normal,ALLOW
22.89,0,Normal,ALLOW
10.73,10,Brute Force,BLOCK_IP
15.77,1,Normal,ALLOW
21.19,1,Normal,ALLOW
28.87,1,Normal,ALLOW
28.18,0,Normal,ALLOW
17.89,9,Brute Force,BLOCK_IP
9.86,1,Normal,ALLOW
17.15,1,Normal,ALLOW
30.92,14,Brute Force,BLOCK_IP
28.24,1,Normal,ALLOW
18.48,1,Normal,ALLOW
271.7,0,DDoS,RATE_LIMIT
22.94,1,Normal,ALLOW
20.9,7,Brute Force,BLOCK_IP
25.58,1,Normal,ALLOW
9.53,0,Normal,ALLOW
26.49,0,Normal,ALLOW
18.13,0,Normal,ALLOW
44.76,0,Port Scan,ALERT
19.18,1,Normal,ALLOW
27.94,1,Normal,ALLOW
29.34,10,Brute Force,BLOCK_IP
25.39,1,Normal,ALLOW
6.09,1,Normal,ALLOW
7.81,0,Normal,ALLOW
20.04,1,Normal,ALLOW
55.76,0,Port Scan,ALERT
24.84,0,Normal,ALLOW
60.55,1,Port Scan,ALERT
14.02,1,Normal,ALLOW
46.0,4,Brute Force,BLOCK_IP
10.92,0,Normal,ALLOW
12.55,1,Normal,ALLOW
25.57,1,Normal,ALLOW
737.14,0,DDoS,RATE_LIMIT
25.24,0,Normal,ALLOW
34.95,4,Brute Force,BLOCK_IP
26.96,8,Brute Force,BLOCK_IP
9.2,0,Normal,ALLOW
26.73,0,Normal,ALLOW
373.39,0,DDoS,RATE_LIMIT
7.39,1,Normal,ALLOW
12.81,0,Normal,ALLOW
20.18,1,Normal,ALLOW
61.9,0,Port Scan,ALERT
14.77,0,Normal,ALLOW
246.76,0,DDoS,RATE_LIMIT
8.54,1,Normal,ALLOW
8.41,0,Normal,ALLOW
63.79,1,Port Scan,ALERT
15.7,0,Normal,ALLOW
23.11,0,Normal,ALLOW
79.56,1,Port Scan,ALERT
7.6,1,Normal,ALLOW
13.43,1,Normal,ALLOW
419.33,0,DDoS,RATE_LIMIT
6.99,1,Normal,ALLOW
21.13,1,Normal,ALLOW
39.59,0,Port Scan,ALERT
10.67,0,Normal,ALLOW
60.86,0,Port Scan,ALERT
30.76,5,Brute Force,BLOCK_IP
63.48,2,Port Scan,ALERT
35.61,11,Brute Force,BLOCK_IP
74.0,1,Port Scan,ALERT
22.0,1,Normal,ALLOW
13.11,0,Normal,ALLOW
9.76,1,Normal,ALLOW
29.85,1,Normal,ALLOW
14.07,0,Normal,ALLOW
23.27,1,Normal,ALLOW
13.34,1,Normal,ALLOW
19.06,1,Normal,ALLOW
78.08,0,Port Scan,ALERT
22.25,0,Normal,ALLOW
9.26,1,Normal,ALLOW
277.34,0,DDoS,RATE_LIMIT
16.26,1,Normal,ALLOW
10.05,15,Brute Force,BLOCK_IP
29.53,0,Normal,ALLOW
28.18,0,Normal,ALLOW
35.99,2,Port Scan,ALERT
16.1,8,Brute Force,BLOCK_IP
23.43,1,Normal,ALLOW
18.5,0,Normal,ALLOW
21.79,1,Normal,ALLOW
20.59,1,Normal,ALLOW
24.7,1,Normal,ALLOW
8.19,1,Normal,ALLOW
55.34,1,Port Scan,ALERT
12.52,7,Brute Force,BLOCK_IP
22.13,5,Brute Force,BLOCK_IP
47.08,0,Port Scan,ALERT
270.11,0,DDoS,RATE_LIMIT
76.85,0,Port Scan,ALERT
17.74,0,Normal,ALLOW
14.92,0,Normal,ALLOW
28.56,1,Normal,ALLOW
55.78,2,Port Scan,ALERT
24.66,0,Normal,ALLOW
29.8,0,Normal,ALLOW
25.64,15,Brute Force,BLOCK_IP
28.26,1,Normal,ALLOW
31.59,6,Brute Force,BLOCK_IP
21.86,1,Normal,ALLOW
44.72,9,Brute Force,BLOCK_IP
15.65,10,Brute Force,BLOCK_IP
443.74,0,DDoS,RATE_LIMIT
13.24,8,Brute Force,BLOCK_IP
31.14,2,Port Scan,ALERT
64.75,1,Port Scan,ALERT
28.93,1,Normal,ALLOW
712.78,0,DDoS,RATE_LIMIT
42.9,12,Brute Force,BLOCK_IP
16.98,0,Normal,ALLOW
28.07,1,Normal,ALLOW
36.96,1,Port Scan,ALERT
25.73,1,Normal,ALLOW
17.56,0,Normal,ALLOW
25.63,0,Normal,ALLOW
24.7,11,Brute Force,BLOCK_IP
16.96,1,Normal,ALLOW
8.38,1,Normal,ALLOW
7.0,1,Normal,ALLOW
78.29,0,Port Scan,ALERT
28.41,1,Normal,ALLOW
51.98,2,Port Scan,ALERT
21.02,0,Normal,ALLOW
5.44,1,Normal,ALLOW
21.26,0,Normal,ALLOW
14.66,0,Normal,ALLOW
69.04,1,Port Scan,ALERT
18.47,14,Brute Force,BLOCK_IP
23.86,0,Normal,ALLOW
22.38,0,Normal,ALLOW
15.76,0,Normal,ALLOW
8.56,0,Normal,ALLOW
69.13,1,Port Scan,ALERT
35.05,0,Port Scan,ALERT
17.74,0,Normal,ALLOW
41.44,0,Port Scan,ALERT
20.38,1,Normal,ALLOW
9.34,1,Normal,ALLOW
18.18,0,Normal,ALLOW
38.97,8,Brute Force,BLOCK_IP
27.17,1,Normal,ALLOW
21.35,0,Normal,ALLOW
14.19,1,Normal,ALLOW
54.08,2,Port Scan,ALERT
23.34,1,Normal,ALLOW
78.19,2,Port Scan,ALERT
15.4,0,Normal,ALLOW
15.46,1,Normal,ALLOW
11.5,1,Normal,ALLOW
22.02,1,Normal,ALLOW
18.38,0,Normal,ALLOW
13.09,1,Normal,ALLOW
11.03,0,Normal,ALLOW
9.97,0,Normal,ALLOW
28.99,1,Normal,ALLOW
14.29,0,Normal,ALLOW
57.4,2,Port Scan,ALERT
17.48,1,Normal,ALLOW
7.45,1,Normal,ALLOW
36.36,1,Port Scan,ALERT
13.12,1,Normal,ALLOW
36.07,6,Brute Force,BLOCK_IP
25.04,7,Brute Force,BLOCK_IP
26.49,1,Normal,ALLOW
41.4,4,Brute Force,BLOCK_IP
28.88,0,Normal,ALLOW
21.47,0,Normal,ALLOW
750.51,0,DDoS,RATE_LIMIT
27.5,4,Brute Force,BLOCK_IP
26.02,1,Normal,ALLOW
11.33,1,Normal,ALLOW
53.07,2,Port Scan,ALERT
17.39,1,Normal,ALLOW
27.38,1,Normal,ALLOW
10.67,0,Normal,ALLOW
6.67,1,Normal,ALLOW
45.3,8,Brute Force,BLOCK_IP
66.87,0,Port Scan,ALERT
27.73,11,Brute Force,BLOCK_IP
233.34,0,DDoS,RATE_LIMIT
7.12,0,Normal,ALLOW
36.36,6,Brute Force,BLOCK_IP
6.78,1,Normal,ALLOW
5.89,1,Normal,ALLOW
23.44,1,Normal,ALLOW
16.55,1,Normal,ALLOW
13.74,0,Normal,ALLOW
28.56,0,Normal,ALLOW
9.63,0,Normal,ALLOW
15.3,0,Normal,ALLOW
21.51,1,Normal,ALLOW
6.72,1,Normal,ALLOW
5.52,1,Normal,ALLOW
611.73,0,DDoS,RATE_LIMIT
27.47,1,Normal,ALLOW
68.46,0,Port Scan,ALERT
49.04,5,Brute Force,BLOCK_IP
10.42,7,Brute Force,BLOCK_IP
20.38,1,Normal,ALLOW
6.73,0,Normal,ALLOW
18.26,1,Normal,ALLOW
74.79,1,Port Scan,ALERT
41.95,15,Brute Force,BLOCK_IP
53.72,1,Port Scan,ALERT
20.05,0,Normal,ALLOW
46.81,15,Brute Force,BLOCK_IP
8.92,1,Normal,ALLOW
23.53,11,Brute Force,BLOCK_IP
33.94,12,Brute Force,BLOCK_IP
14.3,0,Normal,ALLOW
640.07,0,DDoS,RATE_LIMIT
14.72,1,Normal,ALLOW
77.15,1,Port Scan,ALERT
76.42,2,Port Scan,ALERT
45.48,11,Brute Force,BLOCK_IP
79.62,1,Port Scan,ALERT
25.4,0,Normal,ALLOW
26.98,1,Normal,ALLOW
27.97,1,Normal,ALLOW
20.9,1,Normal,ALLOW
16.51,1,Normal,ALLOW
23.7,1,Normal,ALLOW
24.41,1,Normal,ALLOW
6.35,1,Normal,ALLOW
18.63,0,Normal,ALLOW
11.73,1,Normal,ALLOW
11.73,5,Brute Force,BLOCK_IP
7.7,0,Normal,ALLOW
39.04,14,Brute Force,BLOCK_IP
48.61,6,Brute Force,BLOCK_IP
37.53,0,Port Scan,ALERT
15.34,0,Normal,ALLOW
19.76,1,Normal,ALLOW
20.3,1,Normal,ALLOW
32.6,10,Brute Force,BLOCK_IP
33.09,12,Brute Force,BLOCK_IP
24.03,0,Normal,ALLOW
16.43,13,Brute Force,BLOCK_IP
30.47,0,Port Scan,ALERT
23.54,0,Normal,ALLOW
29.8,1,Normal,ALLOW
9.85,1,Normal,ALLOW
25.0,0,Normal,ALLOW
12.77,0,Normal,ALLOW
39.32,10,Brute Force,BLOCK_IP
20.37,1,Normal,ALLOW
47.77,0,Port Scan,ALERT
18.47,1,Normal,ALLOW
5.13,1,Normal,ALLOW
26.0,1,Normal,ALLOW
23.64,1,Normal,ALLOW
23.74,0,Normal,ALLOW
14.2,0,Normal,ALLOW
23.91,0,Normal,ALLOW
12.64,1,Normal,ALLOW
17.55,1,Normal,ALLOW
14.21,0,Normal,ALLOW
21.08,1,Normal,ALLOW
27.15,0,Normal,ALLOW
15.51,9,Brute Force,BLOCK_IP
50.63,2,Port Scan,ALERT
5.08,1,Normal,ALLOW
9.17,1,Normal,ALLOW
69.71,0,Port Scan,ALERT
19.71,1,Normal,ALLOW
55.51,2,Port Scan,ALERT
33.24,1,Port Scan,ALERT
649.19,0,DDoS,RATE_LIMIT
32.43,11,Brute Force,BLOCK_IP
21.91,1,Normal,ALLOW
20.05,1,Normal,ALLOW
25.63,0,Normal,ALLOW
20.91,0,Normal,ALLOW
246.84,0,DDoS,RATE_LIMIT
46.71,1,Port Scan,ALERT
29.55,0,Normal,ALLOW
24.72,1,Normal,ALLOW
616.24,0,DDoS,RATE_LIMIT
14.34,1,Normal,ALLOW
13.2,0,Normal,ALLOW
19.43,7,Brute Force,BLOCK_IP
12.5,15,Brute Force,BLOCK_IP
66.78,2,Port Scan,ALERT
39.34,9,Brute Force,BLOCK_IP
62.13,0,Port Scan,ALERT
61.88,2,Port Scan,ALERT
7.96,1,Normal,ALLOW
79.56,2,Port Scan,ALERT
23.5,1,Normal,ALLOW
19.69,0,Normal,ALLOW
19.14,1,Normal,ALLOW
13.36,0,Normal,ALLOW
22.51,1,Normal,ALLOW
865.36,0,DDoS,RATE_LIMIT
11.83,0,Normal,ALLOW
28.24,0,Normal,ALLOW
28.52,1,Normal,ALLOW
26.32,1,Normal,ALLOW
44.91,8,Brute Force,BLOCK_IP
17.02,0,Normal,ALLOW
28.33,8,Brute Force,BLOCK_IP
38.24,13,Brute Force,BLOCK_IP
13.22,10,Brute Force,BLOCK_IP
27.6,0,Normal,ALLOW
15.92,0,Normal,ALLOW
10.28,12,Brute Force,BLOCK_IP
8.97,1,Normal,ALLOW
8.28,0,Normal,ALLOW
23.78,1,Normal,ALLOW
28.88,8,Brute Force,BLOCK_IP
12.76,15,Brute Force,BLOCK_IP
11.78,9,Brute Force,BLOCK_IP
11.54,0,Normal,ALLOW
11.89,1,Normal,ALLOW
11.24,1,Normal,ALLOW
48.56,2,Port Scan,ALERT
16.24,0,Normal,ALLOW
11.7,0,Normal,ALLOW
17.19,1,Normal,ALLOW
32.33,1,Port Scan,ALERT
27.66,0,Normal,ALLOW
13.65,1,Normal,ALLOW
15.28,0,Normal,ALLOW
13.46,5,Brute Force,BLOCK_IP
23.31,0,Normal,ALLOW
48.54,10,Brute Force,BLOCK_IP
14.84,1,Normal,ALLOW
535.03,0,DDoS,RATE_LIMIT
408.13,0,DDoS,RATE_LIMIT
23.27,1,Normal,ALLOW
29.49,0,Normal,ALLOW
21.35,1,Normal,ALLOW
9.78,0,Normal,ALLOW
571.15,0,DDoS,RATE_LIMIT
48.88,15,Brute Force,BLOCK_IP
23.98,12,Brute Force,BLOCK_IP
5.55,0,Normal,ALLOW
10.63,1,Normal,ALLOW
34.44,1,Port Scan,ALERT
32.45,4,Brute Force,BLOCK_IP
29.51,0,Normal,ALLOW
26.5,1,Normal,ALLOW
31.7,10,Brute Force,BLOCK_IP
38.31,4,Brute Force,BLOCK_IP
20.32,1,Normal,ALLOW
28.33,4,Brute Force,BLOCK_IP
15.72,0,Normal,ALLOW
956.56,0,DDoS,RATE_LIMIT
26.25,1,Normal,ALLOW
7.44,1,Normal,ALLOW
529.41,0,DDoS,RATE_LIMIT
21.27,1,Normal,ALLOW
12.26,0,Normal,ALLOW
17.81,1,Normal,ALLOW
13.9,0,Normal,ALLOW
6.3,0,Normal,ALLOW
17.43,1,Normal,ALLOW
11.47,1,Normal,ALLOW
635.88,0,DDoS,RATE_LIMIT
23.96,1,Normal,ALLOW
17.98,1,Normal,ALLOW
301.0,0,DDoS,RATE_LIMIT
36.39,7,Brute Force,BLOCK_IP
73.53,2,Port Scan,ALERT
47.87,11,Brute Force,BLOCK_IP
29.62,1,Normal,ALLOW
18.95,1,Normal,ALLOW
12.61,6,Brute Force,BLOCK_IP
75.46,0,Port Scan,ALERT
14.77,0,Normal,ALLOW
35.27,2,Port Scan,ALERT
25.55,1,Normal,ALLOW
7.34,0,Normal,ALLOW
29.11,1,Normal,ALLOW
9.67,1,Normal,ALLOW
21.49,15,Brute Force,BLOCK_IP
23.94,0,Normal,ALLOW
61.73,2,Port Scan,ALERT
21.07,0,Normal,ALLOW
27.88,1,Normal,ALLOW
18.0,1,Normal,ALLOW
22.4,1,Normal,ALLOW
9.15,1,Normal,ALLOW
26.43,0,Normal,ALLOW
45.89,14,Brute Force,BLOCK_IP
29.59,0,Normal,ALLOW
19.95,0,Normal,ALLOW
347.38,0,DDoS,RATE_LIMIT
27.35,1,Normal,ALLOW
25.51,0,Normal,ALLOW
16.01,1,Normal,ALLOW
29.19,0,Normal,ALLOW
27.06,1,Normal,ALLOW
23.49,0,Normal,ALLOW
78.36,2,Port Scan,ALERT
17.13,0,Normal,ALLOW
21.7,0,Normal,ALLOW
46.15,1,Port Scan,ALERT
29.49,0,Normal,ALLOW
329.79,0,DDoS,RATE_LIMIT
5.32,0,Normal,ALLOW
7.33,1,Normal,ALLOW
22.98,1,Normal,ALLOW
367.8,0,DDoS,RATE_LIMIT
14.48,0,Normal,ALLOW
9.69,0,Normal,ALLOW
12.41,1,Normal,ALLOW
57.04,2,Port Scan,ALERT
807.67,0,DDoS,RATE_LIMIT
29.7,1,Normal,ALLOW
25.54,1,Normal,ALLOW
22.56,11,Brute Force,BLOCK_IP
17.36,0,Normal,ALLOW
73.99,1,Port Scan,ALERT
38.69,0,Port Scan,ALERT
14.52,13,Brute Force,BLOCK_IP
35.03,0,Port Scan,ALERT
15.5,1,Normal,ALLOW
13.7,0,Normal,ALLOW
9.78,0,Normal,ALLOW
36.05,9,Brute Force,BLOCK_IP
23.45,1,Normal,ALLOW
28.85,14,Brute Force,BLOCK_IP
20.85,1,Normal,ALLOW
66.96,1,Port Scan,ALERT
46.26,2,Port Scan,ALERT
17.0,12,Brute Force,BLOCK_IP
21.38,0,Normal,ALLOW
43.48,10,Brute Force,BLOCK_IP
6.93,0,Normal,ALLOW
22.35,0,Normal,ALLOW
10.39,0,Normal,ALLOW
10.32,0,Normal,ALLOW
24.08,0,Normal,ALLOW
722.53,0,DDoS,RATE_LIMIT
28.46,1,Normal,ALLOW
386.21,0,DDoS,RATE_LIMIT
25.18,1,Normal,ALLOW
21.62,1,Normal,ALLOW
36.03,9,Brute Force,BLOCK_IP
21.77,0,Normal,ALLOW
9.23,1,Normal,ALLOW
27.88,9,Brute Force,BLOCK_IP
19.07,8,Brute Force,BLOCK_IP
18.67,0,Normal,ALLOW
15.32,0,Normal,ALLOW
7.77,1,Normal,ALLOW
10.72,11,Brute Force,BLOCK_IP
67.0,1,Port Scan,ALERT
48.65,9,Brute Force,BLOCK_IP
26.46,0,Normal,ALLOW
978.22,0,DDoS,RATE_LIMIT
25.65,0,Normal,ALLOW
25.12,1,Normal,ALLOW
985.44,0,DDoS,RATE_LIMIT
20.53,0,Normal,ALLOW
22.19,10,Brute Force,BLOCK_IP
56.63,2,Port Scan,ALERT
26.82,1,Normal,ALLOW
40.92,0,Port Scan,ALERT
31.63,11,Brute Force,BLOCK_IP
11.58,0,Normal,ALLOW
5.31,1,Normal,ALLOW
12.1,1,Normal,ALLOW
59.92,2,Port Scan,ALERT
10.66,1,Normal,ALLOW
67.16,2,Port Scan,ALERT
27.57,1,Normal,ALLOW
73.86,0,Port Scan,ALERT
19.83,0,Normal,ALLOW
29.73,0,Normal,ALLOW
13.16,4,Brute Force,BLOCK_IP
12.13,1,Normal,ALLOW
666.25,0,DDoS,RATE_LIMIT
29.89,1,Normal,ALLOW
658.68,0,DDoS,RATE_LIMIT
727.06,0,DDoS,RATE_LIMIT
11.31,0,Normal,ALLOW
59.95,0,Port Scan,ALERT
23.44,0,Normal,ALLOW
46.39,7,Brute Force,BLOCK_IP
73.43,1,Port Scan,ALERT
903.18,0,DDoS,RATE_LIMIT
19.29,0,Normal,ALLOW
64.72,1,Port Scan,ALERT
27.38,12,Brute Force,BLOCK_IP
13.52,1,Normal,ALLOW
16.08,1,Normal,ALLOW
47.92,9,Brute Force,BLOCK_IP
19.79,0,Normal,ALLOW
20.99,0,Normal,ALLOW
17.81,1,Normal,ALLOW
41.71,0,Port Scan,ALERT
78.54,1,Port Scan,ALERT
417.26,0,DDoS,RATE_LIMIT
16.82,0,Normal,ALLOW
30.25,10,Brute Force,BLOCK_IP
15.17,1,Normal,ALLOW
11.36,0,Normal,ALLOW
5.99,1,Normal,ALLOW
32.28,2,Port Scan,ALERT
11.92,0,Normal,ALLOW
16.26,0,Normal,ALLOW
54.1,1,Port Scan,ALERT
20.27,0,Normal,ALLOW
16.86,0,Normal,ALLOW
17.91,1,Normal,ALLOW
26.35,0,Normal,ALLOW
10.48,0,Normal,ALLOW
26.1,0,Normal,ALLOW
471.09,0,DDoS,RATE_LIMIT
25.06,0,Normal,ALLOW
374.81,0,DDoS,RATE_LIMIT
14.92,1,Normal,ALLOW
28.29,0,Normal,ALLOW
42.67,4,Brute Force,BLOCK_IP
20.43,1,Normal,ALLOW
31.26,14,Brute Force,BLOCK_IP
17.69,0,Normal,ALLOW
5.74,1,Normal,ALLOW
65.11,2,Port Scan,ALERT
28.02,4,Brute Force,BLOCK_IP
14.75,0,Normal,ALLOW
15.28,1,Normal,ALLOW
21.77,0,Normal,ALLOW
20.2,1,Normal,ALLOW
21.87,13,Brute Force,BLOCK_IP
48.2,13,Brute Force,BLOCK_IP
66.07,0,Port Scan,ALERT
709.12,0,DDoS,RATE_LIMIT
32.56,0,Port Scan,ALERT
43.18,4,Brute Force,BLOCK_IP
20.09,1,Normal,ALLOW
11.42,1,Normal,ALLOW
14.6,0,Normal,ALLOW
21.57,0,Normal,ALLOW
14.84,15,Brute Force,BLOCK_IP
18.74,0,Normal,ALLOW
6.78,1,Normal,ALLOW
13.03,0,Normal,ALLOW
47.67,12,Brute Force,BLOCK_IP
21.16,0,Normal,ALLOW
59.68,1,Port Scan,ALERT
17.55,0,Normal,ALLOW
27.83,0,Normal,ALLOW
323.46,0,DDoS,RATE_LIMIT
38.59,1,Port Scan,ALERT
8.01,1,Normal,ALLOW
31.2,6,Brute Force,BLOCK_IP
31.36,11,Brute Force,BLOCK_IP
25.5,0,Normal,ALLOW
537.63,0,DDoS,RATE_LIMIT
44.75,0,Port Scan,ALERT
7.11,0,Normal,ALLOW
32.19,0,Port Scan,ALERT
25.2,0,Normal,ALLOW
23.73,10,Brute Force,BLOCK_IP
42.67,9,Brute Force,BLOCK_IP
72.28,1,Port Scan,ALERT
26.3,1,Normal,ALLOW
738.37,0,DDoS,RATE_LIMIT
11.88,0,Normal,ALLOW
889.39,0,DDoS,RATE_LIMIT
19.76,1,Normal,ALLOW
24.96,0,Normal,ALLOW
16.25,1,Normal,ALLOW
27.92,0,Normal,ALLOW
7.47,0,Normal,ALLOW
59.11,1,Port Scan,ALERT
14.25,1,Normal,ALLOW
764.47,0,DDoS,RATE_LIMIT
37.54,10,Brute Force,BLOCK_IP
30.47,15,Brute Force,BLOCK_IP
15.76,1,Normal,ALLOW
32.24,0,Port Scan,ALERT
13.65,1,Normal,ALLOW
13.49,1,Normal,ALLOW
21.15,1,Normal,ALLOW
5.17,0,Normal,ALLOW
6.79,1,Normal,ALLOW
19.9,0,Normal,ALLOW
741.7,0,DDoS,RATE_LIMIT
20.14,1,Normal,ALLOW
72.09,1,Port Scan,ALERT
